timestamp_s,laser_power_w,T1_cut_zone_c,Fx_n,Fy_n,Fz_n
4.008,800,745.0,295.98,164.68,429.12
4.018,800,745.0,299.76,163.28,431.55
4.028,800,745.0,298.45,162.35,432.07
4.038,800,745.0,293.49,156.48,429.44
4.048,800,745.0,293.16,162.71,428.13
4.058,800,745.0,301.39,162.1,428.94
4.068,800,745.0,294.11,159.06,428.44
4.078,800,745.0,292.82,157.47,420.51
4.088,800,745.0,300.92,158.05,430.16
4.098,800,745.0,296.02,159.67,434.11
4.108,800,745.0,295.1,158.25,426.46
4.118,800,745.0,294.53,162.95,423.12
4.128,800,745.0,290.03,159.55,422.77
4.138,800,745.0,297.35,160.96,431.49
4.148,800,745.0,289.46,160.36,428.68
4.158,800,745.0,291.99,162.78,426.48
4.168,800,745.0,287.83,160.48,424.97
4.178,800,745.0,290.27,158.8,425.53
4.188,800,745.0,302.81,159.99,426.7
4.198,800,745.0,296.64,157.41,424.83
4.208,800,745.0,295.02,164.28,427.74
4.218,800,745.0,304.28,167.1,435.57
4.228,800,745.0,300.53,160.6,434.82
4.238,800,745.0,299.92,162.99,434.23
4.248,800,745.0,288.86,156.59,420.92
4.259,800,745.0,289.83,160.94,427.13
4.269,800,745.0,296.72,159.52,430.45
4.279,800,745.0,294.16,163.94,430.56
4.289,800,745.0,294.24,164.59,430.81
4.299,800,745.0,284.12,153.05,416.12
4.309,800,745.0,296.46,156.95,425.26
4.319,800,745.0,293.48,162.68,429.49
4.329,800,745.0,298.7,161.83,430.97
4.339,800,745.0,293.97,164.27,423.1
4.349,800,745.0,289.38,161.43,422.85
4.359,800,745.0,293.67,159.17,424.86
4.369,800,745.0,285.5,159.55,420.93
4.379,800,745.0,301.73,163.88,427.81
4.389,800,745.0,293.49,161.78,431.57
4.399,800,745.0,294.89,160.42,428.04
4.409,800,745.0,296.65,164.94,435.16
4.419,800,745.0,291.37,159.09,419.29
4.429,800,745.0,295.03,160.66,424.44
4.439,800,745.0,297.53,157.76,432.99
4.449,800,745.0,291.67,156.91,426.52
4.459,800,745.0,291.58,156.79,427.46
4.469,800,745.0,296.01,158.93,430.06
4.479,800,745.0,292.96,159.32,431.03
4.489,800,745.0,298.64,162.05,436.02
4.499,800,745.0,286.39,160.27,423.59
4.509,800,745.0,296.9,160.56,429.68
4.519,800,745.0,296.7,166.71,435.34
4.529,800,745.0,291.15,155.92,422.44
4.539,800,745.0,301.48,159.49,424.28
4.549,800,745.0,297.19,160.51,427.8
4.559,800,745.0,297.57,160.19,432.37
4.569,800,745.0,294.24,157.42,426.53
4.579,800,745.0,299.58,164.64,430.65
4.589,800,745.0,291.57,158.19,426.44
4.599,800,745.0,300.28,163.01,433.66
4.609,800,745.0,291.05,160.85,424.21
4.619,800,745.0,292.51,165.49,429.68
4.629,800,745.0,292.71,149.75,424.48
4.639,800,745.0,298.53,166.25,431.95
4.649,800,745.0,285.98,161.86,417.07
4.659,800,745.0,292.9,162.69,426.36
4.669,800,745.0,293.24,154.8,419.7
4.679,800,745.0,300.34,165.05,436.57
4.689,800,745.0,295.35,162.18,426.25
4.699,800,745.0,284.91,160.38,415.24
4.709,800,745.0,292.9,160.31,418.68
4.719,800,745.0,297.96,158.38,434.56
4.729,800,745.0,297.44,164.57,425.67
4.739,800,745.0,298.17,163.8,423.74
4.749,800,745.0,294.48,162.63,428.82
4.76,800,745.0,304.13,165.72,437.04
4.77,800,745.0,294.71,165.12,431.63
4.78,800,745.0,293.89,158.34,432.2
4.79,800,745.0,297.32,162.52,428.43
4.8,800,745.0,290.08,161.19,425.06
4.81,800,745.0,292.76,161.07,424.16
4.82,800,745.0,299.98,165.02,437.29
4.83,800,745.0,295.9,159.99,424.64
4.84,800,745.0,295.37,164.32,437.83
4.85,800,745.0,294.59,156.64,427.29
4.86,800,745.0,291.29,165.74,435.42
4.87,800,745.0,290.41,156.82,420.01
4.88,800,745.0,296.17,161.04,431.21
4.89,800,745.0,294.22,158.48,429.35
4.9,800,745.0,300.75,163.29,440.93
4.91,800,745.0,288.5,154.73,418.75
4.92,800,745.0,290.82,162.35,421.76
4.93,800,745.0,297.05,161.83,429.55
4.94,800,745.0,292.88,159.37,426.9
4.95,800,745.0,284.51,157.24,423.36
4.96,800,745.0,295.74,162.86,426.13
4.97,800,745.0,294.68,158.77,426.28
4.98,800,745.0,290.25,160.84,423.58
4.99,800,745.0,295.93,161.66,431.28
5.0,800,745.0,286.92,157.92,422.68
